Statistical profiling result from profResultNoCLG-v8.log, (11425 ticks, 15 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      4    0.0%    0.2%  LazyCompile: *SourceNode_prepend /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/source-map/lib/source-node.js:197:59
      4    0.0%    0.2%  LazyCompile: *Module._nodeModulePaths node:internal/modules/cjs/loader:629:37
      4    0.0%    0.2%  LazyCompile: *Long /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/bson/lib/long.js:59:18
      4    0.0%    0.2%  LazyCompile: *<anonymous> node:internal/fs/utils:681:42
      4    0.0%    0.2%  Function: ^step /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-handlebars/dist/express-handlebars.js:31:18
      4    0.0%    0.2%  Function: ^serveStatic /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/serve-static/index.js:72:31
      4    0.0%    0.2%  Function: ^<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/helpers/if.js:15:42
      3    0.0%    0.1%  RegExp: ^(?:\{\{(~)?\s*else\b)
      3    0.0%    0.1%  RegExp: ^(?:\{\{(~)?\/)
      3    0.0%    0.1%  RegExp: ^(?:\{\{(~)?#\*?)
      3    0.0%    0.1%  RegExp: ^(?:\{\{(~)?![\s\S]*?\}\})
      3    0.0%    0.1%  RegExp: \r?\n?
      3    0.0%    0.1%  LazyCompile: *slice node:buffer:596:12
      3    0.0%    0.1%  LazyCompile: *setupHelper /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:1020:36
      3    0.0%    0.1%  LazyCompile: *pushSource /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:881:34
      3    0.0%    0.1%  LazyCompile: *pushProgram /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:615:36
      3    0.0%    0.1%  LazyCompile: *normalizeString node:path:66:25
      3    0.0%    0.1%  LazyCompile: *emptyHash /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:554:32
      3    0.0%    0.1%  LazyCompile: *createUnsafeBuffer node:internal/buffer:1059:28
      3    0.0%    0.1%  LazyCompile: *anonymous /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/parser.js:549:49
      3    0.0%    0.1%  LazyCompile: *SourceNode_toString /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/source-map/lib/source-node.js:318:61
      3    0.0%    0.1%  LazyCompile: *SourceNode_add /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/source-map/lib/source-node.js:172:51
      3    0.0%    0.1%  Function: ^makeAbs /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/glob/common.js:203:18
      3    0.0%    0.1%  Function: ^fromArrayBuffer node:buffer:451:25
      3    0.0%    0.1%  Function: ^execIteration /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/helpers/each.js:39:27
      3    0.0%    0.1%  Function: ^afterWriteTick node:internal/streams/writable:483:24
      3    0.0%    0.1%  Function: ^<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/operations/execute_operation.js:16:48
