Statistical profiling result from profResultCLG-v8.log, (10074 ticks, 18 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1  100.0%            Function: ^write /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/connection.js:454:15
      1   50.0%        Function: ^serialize /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/bson/lib/bson.js:111:19
      1  100.0%          Function: ^serializeBson /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/commands.js:531:18
      1  100.0%            Function: ^makeDocumentSegment /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/commands.js:523:24
      1    1.3%      LazyCompile: ~toJSON /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-session/session/cookie.js:147:19
      1  100.0%        /usr/bin/node
      1  100.0%          LazyCompile: ~hash /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-session/index.js:596:14
      1  100.0%            LazyCompile: ~generate /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-session/index.js:363:22
      1    1.3%      LazyCompile: ~setupWarningHandler node:internal/bootstrap/pre_execution:162:29
      1  100.0%        LazyCompile: ~prepareMainThreadExecution node:internal/bootstrap/pre_execution:27:36
      1  100.0%          Function: ~<anonymous> node:internal/main/run_main_module:1:1
      1    1.3%      LazyCompile: ~onParseError node:internal/url:562:22
      1  100.0%        /usr/bin/node
      1  100.0%          Function: ^URL node:internal/url:635:14
      1  100.0%            LazyCompile: ~defaultResolve node:internal/modules/esm/resolve:1083:30
      1    1.3%      LazyCompile: ~numericalOperation /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/sift/lib/index.js:279:39
      1  100.0%        Function: ~<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/sift/lib/index.js:5:19
      1  100.0%          Function: ~<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/sift/lib/index.js:1:11
      1  100.0%            Function: ~<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/sift/lib/index.js:1:1
      1    1.3%      LazyCompile: ~init node:internal/util/debuglog:72:16
      1  100.0%        LazyCompile: ~debug node:internal/util/debuglog:76:15
      1  100.0%          Function: ^logger node:internal/util/debuglog:95:18
      1  100.0%            LazyCompile: ~parserOnHeadersComplete node:_http_common:77:33
      1    1.3%      LazyCompile: ~handleOperationResult /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongoose/node_modules/mongodb/lib/sdam/server.js:325:42
      1  100.0%        LazyCompile: ~onMessage /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongoose/node_modules/mongodb/lib/cmap/connection.js:152:14
      1  100.0%          LazyCompile: ~<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongoose/node_modules/mongodb/lib/cmap/connection.js:63:44
      1  100.0%            Function: ^emit node:events:475:44
      1    1.3%      LazyCompile: ~getOptions node:internal/fs/utils:315:20
      1  100.0%        LazyCompile: ~realpathSync node:fs:2426:22
      1  100.0%          LazyCompile: ~toRealPath node:internal/modules/cjs/loader:393:20
      1  100.0%            LazyCompile: ~Module._findPath node:internal/modules/cjs/loader:494:28
      1    1.3%      LazyCompile: ~get isPinned /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/transactions.js:88:17
      1  100.0%        LazyCompile: ~get isPinned /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/sessions.js:125:17
      1  100.0%          LazyCompile: ~executeWithServerSelection /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/operations/execute_operation.js:70:36
      1  100.0%            LazyCompile: ~<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/operations/execute_operation.js:16:48
      1    1.3%      LazyCompile: ~defaultGetSource node:internal/modules/esm/get_source:30:32
      1  100.0%        Function: ^defaultLoad node:internal/modules/esm/load:13:27
      1  100.0%          Function: ^load node:internal/modules/esm/loader:425:13
      1  100.0%            Function: ^moduleProvider node:internal/modules/esm/loader:346:28
      1    1.3%      LazyCompile: ~createTopology /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/operations/connect.js:44:24
      1  100.0%        LazyCompile: ~<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/operations/connect.js:32:67
      1  100.0%          LazyCompile: ~<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/connection_string.js:72:39
      1  100.0%            LazyCompile: ~onresolve node:dns:250:19
      1    1.3%      LazyCompile: ~createDebug /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/send/node_modules/debug/src/debug.js:63:21
      1  100.0%        Function: ~<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/send/index.js:1:1
      1  100.0%          Function: ^Module._compile node:internal/modules/cjs/loader:1053:37
      1  100.0%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1108:37
      1    1.3%      LazyCompile: ~compile /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongoose/lib/model.js:4800:33
      1  100.0%        LazyCompile: ~Mongoose._model /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongoose/lib/index.js:536:37
      1  100.0%          LazyCompile: ~Mongoose.model /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongoose/lib/index.js:472:36
      1  100.0%            Script: ~<anonymous> file:///home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/src/models/User.js:1:1
      1    1.3%      LazyCompile: ~compareDigest /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/auth/scram.js:243:23
      1  100.0%        LazyCompile: ~<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/auth/scram.js:152:83
      1  100.0%          Function: ^onMessage /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/connection.js:151:14
      1  100.0%            Function: ^<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/connection.js:62:44
      1    1.3%      LazyCompile: ~callFinal node:internal/streams/writable:663:19
      1  100.0%        LazyCompile: ~prefinish node:internal/streams/writable:720:19
      1  100.0%          Function: ^finishMaybe node:internal/streams/writable:732:21
      1  100.0%            LazyCompile: ~Writable.end node:internal/streams/writable:595:34
      1    1.3%      LazyCompile: ~alphasort /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/glob/common.js:19:20
      1  100.0%        /usr/bin/node
      1  100.0%          LazyCompile: ~finish /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/glob/common.js:122:17
      1  100.0%            LazyCompile: ~Glob._finish /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/glob/glob.js:185:35
      1    1.3%      LazyCompile: ~afterConnect node:net:1149:22
      1    1.3%      LazyCompile: ~Socket.<computed> node:net:793:46
      1  100.0%        LazyCompile: ~onWriteComplete node:internal/stream_base_commons:80:25
      1    1.3%      LazyCompile: ~Layer /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express/lib/router/layer.js:33:15
      1  100.0%        LazyCompile: ~route /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express/lib/router/index.js:502:29
      1  100.0%          LazyCompile: ~proto.<computed> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express/lib/router/index.js:519:27
      1  100.0%            Script: ~<anonymous> file:///home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/src/routes/users.routes.js:1:1
      1    1.3%      LazyCompile: ~HI /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongoose/node_modules/mongodb/lib/cmap/auth/scram.js:227:12
      1  100.0%        LazyCompile: ~continueScramConversation /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongoose/node_modules/mongodb/lib/cmap/auth/scram.js:93:35
      1  100.0%          LazyCompile: ~<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongoose/node_modules/mongodb/lib/cmap/auth/scram.js:85:80
      1  100.0%            LazyCompile: ~onMessage /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongoose/node_modules/mongodb/lib/cmap/connection.js:152:14
      1    1.3%      LazyCompile: ~H /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/auth/scram.js:211:11
      1  100.0%        LazyCompile: ~continueScramConversation /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/auth/scram.js:93:35
      1  100.0%          LazyCompile: ~<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/auth/scram.js:85:80
      1  100.0%            Function: ^onMessage /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/connection.js:151:14
      1    1.3%      LazyCompile: ~ConnectionPoolMonitoringEvent /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/connection_pool_events.js:11:16
      1  100.0%        LazyCompile: ~ConnectionCheckOutStartedEvent /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/connection_pool_events.js:90:16
      1  100.0%          LazyCompile: ~checkOut /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/connection_pool.js:121:13
      1  100.0%            LazyCompile: ~withConnection /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/connection_pool.js:250:19
      1    1.3%      LazyCompile: ~ClientSession /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/sessions.js:45:16
      1  100.0%        Function: ^startSession /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/sdam/topology.js:329:17
      1  100.0%          LazyCompile: ~<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/operations/execute_operation.js:16:48
      1  100.0%            Function: ^maybePromise /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/utils.js:397:22
      1    1.3%      LazyCompile: *wrap /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:101:22
      1  100.0%        LazyCompile: *generateList /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:143:38
      1  100.0%          Function: ^objectLiteral /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:123:40
      1  100.0%            Function: ^objectLiteral /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:1002:40
      1    1.3%      LazyCompile: *step /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-handlebars/dist/express-handlebars.js:31:18
      1  100.0%        LazyCompile: *__awaiter /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-handlebars/dist/express-handlebars.js:18:54
      1  100.0%          Function: ^ExpressHandlebars._getFile /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-handlebars/dist/express-handlebars.js:364:53
      1  100.0%            Function: ^<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-handlebars/dist/express-handlebars.js:167:47
      1    1.3%      LazyCompile: *setupHelperArgs /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:1104:44
      1  100.0%        LazyCompile: *invokeAmbiguous /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:699:44
      1  100.0%          LazyCompile: *compile /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      1  100.0%            LazyCompile: *compileChildren /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:805:44
      1    1.3%      LazyCompile: *readPackageScope node:internal/modules/cjs/loader:321:26
      1  100.0%        Function: ^trySelf node:internal/modules/cjs/loader:441:17
      1  100.0%          Function: ^Module._resolveFilename node:internal/modules/cjs/loader:848:35
      1  100.0%            Function: ^Module._load node:internal/modules/cjs/loader:757:24
      1    1.3%      LazyCompile: *pushProgram /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:615:36
      1  100.0%        LazyCompile: *compile /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      1  100.0%          LazyCompile: *compileInput /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:507:24
      1  100.0%            Function: ^ret /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:515:15
      1    1.3%      LazyCompile: *Program /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:113:28
      1  100.0%        LazyCompile: *accept /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:101:26
      1  100.0%          Function: ^compile /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:63:28
      1  100.0%            Function: ^compileProgram /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:87:42
      1    1.3%      LazyCompile: *Module._load node:internal/modules/cjs/loader:757:24
      1  100.0%        Function: ^Module.require node:internal/modules/cjs/loader:991:36
      1  100.0%          Function: ^require node:internal/modules/cjs/helpers:101:31
      1  100.0%            Function: ~<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/@mapbox/node-pre-gyp/lib/util/s3_setup.js:1:1
      1    1.3%      LazyCompile: *Module._findPath node:internal/modules/cjs/loader:494:28
      1  100.0%        Function: ^Module._resolveFilename node:internal/modules/cjs/loader:848:35
      1  100.0%          Function: ^Module._load node:internal/modules/cjs/loader:757:24
      1  100.0%            Function: ^Module.require node:internal/modules/cjs/loader:991:36
      1    1.3%      LazyCompile: *<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:274:31
      1  100.0%        LazyCompile: *each /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/code-gen.js:91:22
      1  100.0%          LazyCompile: *compile /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      1  100.0%            LazyCompile: *compileChildren /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:805:44
      1    1.3%      Function: ^tryDecode /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/cookie-parser/node_modules/cookie/index.js:196:19
      1  100.0%        Function: ^parse /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/cookie-parser/node_modules/cookie/index.js:49:15
      1  100.0%          Function: ^cookieParser /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/cookie-parser/index.js:44:32
      1  100.0%            LazyCompile: *trim_prefix /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express/lib/router/index.js:293:23
      1    1.3%      Function: ^resolveOptions /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/utils.js:739:24
      1  100.0%        Function: ^updateOne /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/collection.js:166:14
      1  100.0%          LazyCompile: ~<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/connect-mongo/build/main/lib/MongoStore.js:296:10
      1  100.0%            /usr/bin/node
      1    1.3%      Function: ^readFileAfterStat node:fs:327:27
      1    1.3%      Function: ^randomBytes node:internal/crypto/random:91:21
      1  100.0%        Function: ^uuidV4 /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/utils.js:437:16
      1  100.0%          Function: ^ServerSession /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/sessions.js:528:16
      1  100.0%            Function: ^acquire /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/sessions.js:599:12
      1    1.3%      Function: ^ownProp /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/glob/common.js:9:18
      1  100.0%        Function: ^Glob._readdir /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/glob/glob.js:525:36
      1  100.0%          Function: ^Glob._processReaddir /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/glob/glob.js:368:43
      1  100.0%            Function: ^Glob._process /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/glob/glob.js:295:36
      1    1.3%      Function: ^inflight /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/inflight/inflight.js:7:19
      1  100.0%        Function: ^wrapper /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/wrappy/wrappy.js:19:19
      1  100.0%          Function: ^Glob._readdir /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/glob/glob.js:525:36
      1  100.0%            Function: ^Glob._processReaddir /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/glob/glob.js:368:43
      1    1.3%      Function: ^hash /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-session/index.js:596:14
      1  100.0%        Function: ^inflate /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-session/index.js:371:22
      1  100.0%          Function: ^<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-session/index.js:485:38
      1  100.0%            Function: ^<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/connect-mongo/build/main/lib/MongoStore.js:203:10
      1    1.3%      Function: ^compression /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/compression/index.js:59:31
      1  100.0%        Function: ^handle /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express/lib/router/layer.js:86:49
      1  100.0%          Function: ^trim_prefix /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express/lib/router/index.js:293:23
      1  100.0%            LazyCompile: *next /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express/lib/router/index.js:177:16
      1    1.3%      Function: ^clone /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/sessions.js:550:17
      1  100.0%        Function: ^completeEndSession /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/sessions.js:137:40
      1  100.0%          Function: ^<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/sessions.js:132:52
      1  100.0%            LazyCompile: *maybePromise /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/utils.js:397:22
      1    1.3%      Function: ^Glob._readdirEntries /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/glob/glob.js:559:43
      1  100.0%        Function: ^<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/glob/glob.js:551:19
      1  100.0%          Function: ^<anonymous> node:fs:189:10
      1    1.3%      Function: ^<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/utils.js:409:13
      1  100.0%        Function: ^<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/operations/execute_operation.js:54:70
      1  100.0%          Function: ^<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/operations/execute_operation.js:156:59
      1  100.0%            Function: ^<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/connection_pool.js:267:27
      1    1.3%      Function: ^<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-handlebars/dist/express-handlebars.js:368:47
      1  100.0%        LazyCompile: *step /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-handlebars/dist/express-handlebars.js:31:18
      1  100.0%          LazyCompile: *__awaiter /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-handlebars/dist/express-handlebars.js:18:54
      1  100.0%            Function: ^ExpressHandlebars._getFile /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-handlebars/dist/express-handlebars.js:364:53
      7    5.3%    LazyCompile: *cpus node:os:133:14
      7  100.0%      Function: ^<anonymous> file:///home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/src/routes/info.routes.js:6:17
      7  100.0%        Function: ^handle /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express/lib/router/layer.js:86:49
      7  100.0%          Function: ^next /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express/lib/router/route.js:116:16
      7  100.0%            Function: ^dispatch /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express/lib/router/route.js:98:45
      2    1.5%    LazyCompile: *write node:buffer:595:12
      2  100.0%      Function: ^fromStringFast node:buffer:415:24
      2  100.0%        Function: ^fromString node:buffer:434:20
      2  100.0%          Function: ^from node:buffer:298:28
      2  100.0%            Function: ^send /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express/lib/response.js:111:25

