Statistical profiling result from profResultCLG-v8.log, (10074 ticks, 18 unaccounted, 0 excluded).

 [Shared libraries]:
   ticks  total  nonlib   name
      1    0.0%    0.0%  Function: ^write /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongoose/node_modules/mongodb/lib/cmap/connection.js:513:15
      1    0.0%    0.0%  Function: ^wrapProgram /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/runtime.js:259:21
      1    0.0%    0.0%  Function: ^wrapHelper /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/internal/wrapHelper.js:6:20
      1    0.0%    0.0%  Function: ^vary /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/vary/index.js:133:15
      1    0.0%    0.0%  Function: ^validateString node:internal/validators:118:24
      1    0.0%    0.0%  Function: ^toString /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/utils.js:976:13
      1    0.0%    0.0%  Function: ^toInteger node:buffer:193:19
      1    0.0%    0.0%  Function: ^stripFlags /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/helpers.js:52:20
      1    0.0%    0.0%  Function: ^strategy.pass /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/passport/lib/middleware/authenticate.js:345:31
      1    0.0%    0.0%  Function: ^storeHeader node:_http_outgoing:517:21
      1    0.0%    0.0%  Function: ^splitRoot node:fs:2380:33
      1    0.0%    0.0%  Function: ^slice node:buffer:1126:40
      1    0.0%    0.0%  Function: ^size /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/denque/index.js:94:38
      1    0.0%    0.0%  Function: ^shouldSetCookie /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-session/index.js:464:29
      1    0.0%    0.0%  Function: ^shouldSave /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-session/index.js:440:24
      1    0.0%    0.0%  Function: ^setopts /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/glob/common.js:48:18
      1    0.0%    0.0%  Function: ^setStreamTimeout node:internal/stream_base_commons:237:26
      1    0.0%    0.0%  Function: ^set clusterTime /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/sdam/server.js:76:20
      1    0.0%    0.0%  Function: ^send /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express/lib/response.js:111:25
      1    0.0%    0.0%  Function: ^selectServer /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/sdam/topology.js:266:17
      1    0.0%    0.0%  Function: ^ret /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:515:15
      1    0.0%    0.0%  Function: ^restore /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express/lib/router/index.js:631:17
      1    0.0%    0.0%  Function: ^resolveOptions /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/utils.js:739:24
      1    0.0%    0.0%  Function: ^resolveBSONOptions /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/bson.js:53:28
      1    0.0%    0.0%  Function: ^resolve node:path:1091:10
      1    0.0%    0.0%  Function: ^removeListener node:events:689:28
      1    0.0%    0.0%  Function: ^remove node:internal/linkedlist:16:16
      1    0.0%    0.0%  Function: ^readFileAfterClose node:internal/fs/read_file_context:46:28
      1    0.0%    0.0%  Function: ^readFile node:fs:374:18
      1    0.0%    0.0%  Function: ^read /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/utils.js:876:9
      1    0.0%    0.0%  Function: ^pushParam /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:404:32
      1    0.0%    0.0%  Function: ^push /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/denque/index.js:134:38
      1    0.0%    0.0%  Function: ^processHeader node:_http_outgoing:501:23
      1    0.0%    0.0%  Function: ^pipe /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/send/index.js:506:43
      1    0.0%    0.0%  Function: ^parse /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/cookie-parser/node_modules/cookie/index.js:49:15
      1    0.0%    0.0%  Function: ^once node:events:660:44
      1    0.0%    0.0%  Function: ^onResponseHeaders /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/compression/index.js:140:47
      1    0.0%    0.0%  Function: ^onParserExecuteCommon node:_http_server:694:31
      1    0.0%    0.0%  Function: ^onMessage /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/connection.js:151:14
      1    0.0%    0.0%  Function: ^onError node:_http_incoming:377:17
      1    0.0%    0.0%  Function: ^onDestroy node:internal/streams/destroy:80:21
      1    0.0%    0.0%  Function: ^normalizeString node:path:66:25
      1    0.0%    0.0%  Function: ^normalizeParseOptions /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/qs/lib/parse.js:204:59
      1    0.0%    0.0%  Function: ^load node:internal/modules/esm/loader:425:13
      1    0.0%    0.0%  Function: ^listenerCount node:events:854:23
      1    0.0%    0.0%  Function: ^lambda /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/runtime.js:141:28
      1    0.0%    0.0%  Function: ^jsonParser /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/body-parser/lib/types/json.js:98:30
      1    0.0%    0.0%  Function: ^join node:path:1166:7
      1    0.0%    0.0%  Function: ^isSharded /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/wire_protocol/shared.js:39:19
      1    0.0%    0.0%  Function: ^invokePartial /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:725:40
      1    0.0%    0.0%  Function: ^invokeKnownHelper /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:682:48
      1    0.0%    0.0%  Function: ^insert node:internal/timers:350:16
      1    0.0%    0.0%  Function: ^initialize /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/passport/lib/middleware/initialize.js:51:29
      1    0.0%    0.0%  Function: ^header /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express/lib/response.js:777:29
      1    0.0%    0.0%  Function: ^hb.template /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars.runtime.js:50:26
      1    0.0%    0.0%  Function: ^hasHooks node:internal/async_hooks:469:18
      1    0.0%    0.0%  Function: ^handle /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express/lib/application.js:165:29
      1    0.0%    0.0%  Function: ^globalVars file:///home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/src/middlewares/globalVars.js:2:27
      1    0.0%    0.0%  Function: ^getSourceMapsEnabled node:internal/source_map/source_map_cache:43:30
      1    0.0%    0.0%  Function: ^getReadPreference /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/wire_protocol/shared.js:8:27
      1    0.0%    0.0%  Function: ^getOptions node:internal/fs/utils:315:20
      1    0.0%    0.0%  Function: ^getHeader node:_http_outgoing:590:57
      1    0.0%    0.0%  Function: ^getContext /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:427:34
      1    0.0%    0.0%  Function: ^getColorDepth node:internal/tty:106:23
      1    0.0%    0.0%  Function: ^get readPreference /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/collection.js:113:23
      1    0.0%    0.0%  Function: ^get node:internal/streams/writable:788:8
      1    0.0%    0.0%  Function: ^get node:internal/streams/readable:1202:18
      1    0.0%    0.0%  Function: ^get hello /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/connection.js:76:14
      1    0.0%    0.0%  Function: ^get /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/bson.js:18:76
      1    0.0%    0.0%  Function: ^get /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/connect-mongo/build/main/lib/MongoStore.js:201:8
      1    0.0%    0.0%  Function: ^fulfilled /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-handlebars/dist/express-handlebars.js:21:27
      1    0.0%    0.0%  Function: ^formatValue node:internal/util/inspect:745:21
      1    0.0%    0.0%  Function: ^finish /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/glob/common.js:122:17
      1    0.0%    0.0%  Function: ^findLongestRegisteredExtension node:internal/modules/cjs/loader:413:40
      1    0.0%    0.0%  Function: ^exports.unsign /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/cookie-signature/index.js:36:26
      1    0.0%    0.0%  Function: ^executeOperation /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/operations/execute_operation.js:11:26
      1    0.0%    0.0%  Function: ^execute /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/operations/find.js:30:12
      1    0.0%    0.0%  Function: ^entitytag /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/etag/index.js:39:20
      1    0.0%    0.0%  Function: ^emptyHash /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:554:32
      1    0.0%    0.0%  Function: ^emitAfterScript node:internal/async_hooks:516:25
      1    0.0%    0.0%  Function: ^emit node:events:475:44
      1    0.0%    0.0%  Function: ^detachSocket node:_http_server:247:62
      1    0.0%    0.0%  Function: ^decRefCount node:internal/timers:304:21
      1    0.0%    0.0%  Function: ^databaseNamespace /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/utils.js:429:27
      1    0.0%    0.0%  Function: ^cursorIsDead /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cursor/abstract_cursor.js:530:22
      1    0.0%    0.0%  Function: ^createProtoAccessControl /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/internal/proto-access.js:19:34
      1    0.0%    0.0%  Function: ^createError /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/http-errors/index.js:49:22
      1    0.0%    0.0%  Function: ^compileInput /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/compiler.js:507:24
      1    0.0%    0.0%  Function: ^compileFunction node:vm:308:25
      1    0.0%    0.0%  Function: ^compileChildren /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:805:44
      1    0.0%    0.0%  Function: ^compile /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:73:28
      1    0.0%    0.0%  Function: ^command /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/sdam/server.js:152:12
      1    0.0%    0.0%  Function: ^command /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/connection.js:246:12
      1    0.0%    0.0%  Function: ^closeSync /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/graceful-fs/graceful-fs.js:72:24
      1    0.0%    0.0%  Function: ^clearBuffer node:internal/streams/writable:530:21
      1    0.0%    0.0%  Function: ^assertEncoding node:internal/fs/utils:152:24
      1    0.0%    0.0%  Function: ^applySession /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/sessions.js:652:22
      1    0.0%    0.0%  Function: ^appendToBuffer /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:42:42
      1    0.0%    0.0%  Function: ^app.<computed> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express/lib/application.js:490:25
      1    0.0%    0.0%  Function: ^allocate node:buffer:400:18
      1    0.0%    0.0%  Function: ^afterWriteDispatched node:internal/stream_base_commons:155:30
      1    0.0%    0.0%  Function: ^_onceWrap node:events:646:19
      1    0.0%    0.0%  Function: ^_copyActual node:buffer:245:21
      1    0.0%    0.0%  Function: ^_advanceClusterTime /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/sdam/common.js:44:29
      1    0.0%    0.0%  Function: ^_addListener node:events:555:22
      1    0.0%    0.0%  Function: ^Writable.write node:internal/streams/writable:334:36
      1    0.0%    0.0%  Function: ^WhitespaceControl /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/whitespace-control.js:12:27
      1    0.0%    0.0%  Function: ^UpdateOneOperation /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/operations/update.js:69:16
      1    0.0%    0.0%  Function: ^URL node:internal/url:635:14
      1    0.0%    0.0%  Function: ^Timestamp /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/bson/lib/timestamp.js:29:23
      1    0.0%    0.0%  Function: ^Timeout node:internal/timers:167:17
      1    0.0%    0.0%  Function: ^SourceNode /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/source-map/lib/source-node.js:35:20
      1    0.0%    0.0%  Function: ^Socket._writeGeneric node:net:797:42
      1    0.0%    0.0%  Function: ^ObjectId /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/bson/lib/objectid.js:24:22
      1    0.0%    0.0%  Function: ^Msg /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/commands.js:469:16
      1    0.0%    0.0%  Function: ^MongoDBNamespace /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/utils.js:359:16
      1    0.0%    0.0%  Function: ^Module.load node:internal/modules/cjs/loader:963:33
      1    0.0%    0.0%  Function: ^Module._resolveFilename node:internal/modules/cjs/loader:848:35
      1    0.0%    0.0%  Function: ^Module._findPath node:internal/modules/cjs/loader:494:28
      1    0.0%    0.0%  Function: ^JSONCookies /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/cookie-parser/index.js:103:22
      1    0.0%    0.0%  Function: ^Hash node:internal/crypto/hash:58:14
      1    0.0%    0.0%  Function: ^Glob._finish /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/glob/glob.js:185:35
      1    0.0%    0.0%  Function: ^Glob._emitMatch /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/glob/glob.js:454:38
      1    0.0%    0.0%  Function: ^Glob /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/glob/glob.js:117:15
      1    0.0%    0.0%  Function: ^FindOperation /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/operations/find.js:13:16
      1    0.0%    0.0%  Function: ^FastBuffer node:internal/buffer:958:14
      1    0.0%    0.0%  Function: ^EventEmitter.init node:events:327:29
      1    0.0%    0.0%  Function: ^Cookie /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-session/session/cookie.js:25:46
      1    0.0%    0.0%  Function: ^ConnectionCheckedOutEvent /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/connection_pool_events.js:115:16
      1    0.0%    0.0%  Function: ^ClientSession /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/sessions.js:45:16
      1    0.0%    0.0%  Function: ^C node:internal/deps/cjs-module-lexer/dist/lexer:1:1152
      1    0.0%    0.0%  Function: ^AbstractCursor /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cursor/abstract_cursor.js:50:16
      1    0.0%    0.0%  Function: ^<anonymous> node:internal/validators:73:3
      1    0.0%    0.0%  Function: ^<anonymous> node:internal/validators:222:42
      1    0.0%    0.0%  Function: ^<anonymous> node:internal/validators:168:39
      1    0.0%    0.0%  Function: ^<anonymous> node:internal/util:347:32
      1    0.0%    0.0%  Function: ^<anonymous> node:internal/util:346:24
      1    0.0%    0.0%  Function: ^<anonymous> node:internal/fs/utils:687:40
      1    0.0%    0.0%  Function: ^<anonymous> :1:1
      1    0.0%    0.0%  Function: ^<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/source-map/lib/source-node.js:174:29
      1    0.0%    0.0%  Function: ^<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/operations/update.js:76:40
      1    0.0%    0.0%  Function: ^<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cursor/abstract_cursor.js:437:42
      1    0.0%    0.0%  Function: ^<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/handlebars/dist/cjs/handlebars/compiler/javascript-compiler.js:274:31
      1    0.0%    0.0%  Function: ^<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/graceful-fs/graceful-fs.js:118:50
      1    0.0%    0.0%  Function: ^<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-handlebars/dist/express-handlebars.js:368:47
      1    0.0%    0.0%  Function: ^<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-handlebars/dist/express-handlebars.js:331:47
      1    0.0%    0.0%  Function: ^<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-handlebars/dist/express-handlebars.js:251:47
      1    0.0%    0.0%  Function: ^<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-handlebars/dist/express-handlebars.js:227:47
      1    0.0%    0.0%  Function: ^<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-handlebars/dist/express-handlebars.js:181:44
      1    0.0%    0.0%  Function: ^<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/express-handlebars/dist/express-handlebars.js:167:47
      1    0.0%    0.0%  Function: ^<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/connect-flash/lib/flash.js:18:18
      1    0.0%    0.0%  Function: *wasm-function[15]
      1    0.0%    0.0%  Function: *wasm-function[0]

 [C++]:
   ticks  total  nonlib   name
    791    7.9%   33.6%  epoll_pwait
     85    0.8%    3.6%  __pthread_cond_signal
     84    0.8%    3.6%  __write
     65    0.6%    2.8%  fwrite
     43    0.4%    1.8%  __libc_malloc
     34    0.3%    1.4%  __pthread_cond_wait
     25    0.2%    1.1%  __read
     25    0.2%    1.1%  __libc_read
     20    0.2%    0.8%  __mprotect
     17    0.2%    0.7%  __GI___pthread_mutex_unlock
     16    0.2%    0.7%  __GI___pthread_rwlock_unlock
     13    0.1%    0.6%  _IO_file_xsputn
     11    0.1%    0.5%  std::basic_ostream<char, std::char_traits<char> >& std::__ostream_insert<char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, char const*, long)
      9    0.1%    0.4%  syscall
      9    0.1%    0.4%  __lll_lock_wait
      7    0.1%    0.3%  cfree
      6    0.1%    0.3%  operator new(unsigned long)
      5    0.0%    0.2%  __GI___pthread_rwlock_rdlock
      4    0.0%    0.2%  std::ostreambuf_iterator<char, std::char_traits<char> > std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_int<long>(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, long) const
      4    0.0%    0.2%  std::ostream::sentry::sentry(std::ostream&)
      4    0.0%    0.2%  __munmap
      4    0.0%    0.2%  __GI___pthread_rwlock_wrlock
      4    0.0%    0.2%  __GI___pthread_mutex_lock
      3    0.0%    0.1%  std::ostream& std::ostream::_M_insert<long>(long)
      3    0.0%    0.1%  __libc_open
      3    0.0%    0.1%  __clock_gettime
      2    0.0%    0.1%  llseek
      2    0.0%    0.1%  __libc_write
      2    0.0%    0.1%  __libc_realloc
      2    0.0%    0.1%  __fxstat
      2    0.0%    0.1%  __GI___pthread_once
      2    0.0%    0.1%  __GI___pthread_getspecific
      2    0.0%    0.1%  _IO_default_xsputn
      1    0.0%    0.0%  std::ostream::put(char)
      1    0.0%    0.0%  std::ostream::operator<<(int)
      1    0.0%    0.0%  std::_Rb_tree_insert_and_rebalance(bool, std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node_base&)
      1    0.0%    0.0%  std::_Rb_tree_increment(std::_Rb_tree_node_base*)
      1    0.0%    0.0%  std::_Rb_tree_decrement(std::_Rb_tree_node_base*)
      1    0.0%    0.0%  sigaddset
      1    0.0%    0.0%  shutdown
      1    0.0%    0.0%  posix_memalign
      1    0.0%    0.0%  operator new[](unsigned long, std::nothrow_t const&)
      1    0.0%    0.0%  operator new[](unsigned long)
      1    0.0%    0.0%  operator delete[](void*)
      1    0.0%    0.0%  operator delete(void*)
      1    0.0%    0.0%  getrusage
      1    0.0%    0.0%  do_futex_wait.constprop.0
      1    0.0%    0.0%  calloc
      1    0.0%    0.0%  brk
      1    0.0%    0.0%  __pthread_enable_asynccancel
      1    0.0%    0.0%  __mmap
      1    0.0%    0.0%  __close_nocancel
      1    0.0%    0.0%  _IO_do_write

 [Summary]:
   ticks  total  nonlib   name
   1008   10.0%   42.8%  JavaScript
   1328   13.2%   56.4%  C++
    356    3.5%   15.1%  GC
   7720   76.6%          Shared libraries
     18    0.2%          Unaccounted

 [C++ entry points]:
   ticks    cpp   total   name
     75   20.6%    0.7%  __write
     62   17.0%    0.6%  fwrite
     58   15.9%    0.6%  __pthread_cond_signal
     31    8.5%    0.3%  __libc_malloc
     25    6.9%    0.2%  __read
     13    3.6%    0.1%  _IO_file_xsputn
     12    3.3%    0.1%  __mprotect
     11    3.0%    0.1%  std::basic_ostream<char, std::char_traits<char> >& std::__ostream_insert<char, std::char_traits<char> >(std::basic_ostream<char, std::char_traits<char> >&, char const*, long)
     10    2.7%    0.1%  __GI___pthread_mutex_unlock
      9    2.5%    0.1%  syscall
      6    1.6%    0.1%  operator new(unsigned long)
      4    1.1%    0.0%  std::ostreambuf_iterator<char, std::char_traits<char> > std::num_put<char, std::ostreambuf_iterator<char, std::char_traits<char> > >::_M_insert_int<long>(std::ostreambuf_iterator<char, std::char_traits<char> >, std::ios_base&, char, long) const
      4    1.1%    0.0%  std::ostream::sentry::sentry(std::ostream&)
      4    1.1%    0.0%  __lll_lock_wait
      4    1.1%    0.0%  __GI___pthread_rwlock_wrlock
      3    0.8%    0.0%  __libc_open
      3    0.8%    0.0%  __GI___pthread_rwlock_unlock
      2    0.5%    0.0%  std::ostream& std::ostream::_M_insert<long>(long)
      2    0.5%    0.0%  llseek
      2    0.5%    0.0%  cfree
      2    0.5%    0.0%  __fxstat
      2    0.5%    0.0%  __clock_gettime
      2    0.5%    0.0%  __GI___pthread_mutex_lock
      2    0.5%    0.0%  _IO_default_xsputn
      1    0.3%    0.0%  std::ostream::put(char)
      1    0.3%    0.0%  std::ostream::operator<<(int)
      1    0.3%    0.0%  std::_Rb_tree_insert_and_rebalance(bool, std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node_base&)
      1    0.3%    0.0%  std::_Rb_tree_increment(std::_Rb_tree_node_base*)
      1    0.3%    0.0%  std::_Rb_tree_decrement(std::_Rb_tree_node_base*)
      1    0.3%    0.0%  posix_memalign
      1    0.3%    0.0%  operator new[](unsigned long, std::nothrow_t const&)
      1    0.3%    0.0%  operator new[](unsigned long)
      1    0.3%    0.0%  operator delete[](void*)
      1    0.3%    0.0%  calloc
      1    0.3%    0.0%  brk
      1    0.3%    0.0%  __mmap
      1    0.3%    0.0%  __libc_write
      1    0.3%    0.0%  __close_nocancel
      1    0.3%    0.0%  __GI___pthread_getspecific
      1    0.3%    0.0%  _IO_do_write

 [Bottom up (heavy) profile]:
  Note: percentage shows a share of a particular caller in the total
  amount of its parent calls.
  Callers occupying less than 1.0% are not shown.

   ticks parent  name
   7578   75.2%  /usr/bin/node
   4163   54.9%    /usr/bin/node
    453   10.9%      Function: ^compileFunction node:vm:308:25
    450   99.3%        Function: ^wrapSafe node:internal/modules/cjs/loader:1011:18
    449   99.8%          Function: ^Module._compile node:internal/modules/cjs/loader:1053:37
    439   97.8%            Function: ^Module._extensions..js node:internal/modules/cjs/loader:1108:37
     10    2.2%            LazyCompile: ~Module._extensions..js node:internal/modules/cjs/loader:1108:37
    248    6.0%      Function: ^moduleStrategy node:internal/modules/esm/translators:112:56
    248  100.0%        Function: ^moduleProvider node:internal/modules/esm/loader:346:28
    248  100.0%          /usr/bin/node
    228    5.5%      Function: ^SecureContext node:_tls_common:75:23
    228  100.0%        Function: ^createSecureContext node:_tls_common:99:29
    228  100.0%          Function: ^connect node:_tls_wrap:1599:35
    216   94.7%            Function: ^makeConnection /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/connect.js:248:24
     12    5.3%            LazyCompile: ~makeConnection /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongoose/node_modules/mongodb/lib/cmap/connect.js:241:24
    141    3.4%      /usr/bin/node
      7    5.0%        Function: ^command /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/connection.js:246:12
      5   71.4%          Function: ^<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/sdam/server.js:204:42
      5  100.0%            Function: ^<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/connection_pool.js:265:23
      2   28.6%          Function: ^<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/connect.js:78:43
      2  100.0%            Function: ^<anonymous> /home/zanagsu/Desktop/Coder/clase24/V3/coderhouse-desafio-16/node_modules/mongodb/lib/cmap/auth/scram.js:25:32
